#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.149135E+00   0.160604E+07   0.159854E+07  -0.175842E+01  -0.175842E+01   0.784099E+05   0.159798E+07   0.160486E+07   0.159798E+07  -0.381742E-01   0.844896E+06   0.844849E+06   0.103894E+00
   0.151886E+00   0.155921E+07   0.155144E+07  -0.164584E+01  -0.164585E+01   0.740671E+05   0.155130E+07   0.155799E+07   0.155130E+07  -0.370590E-01   0.820217E+06   0.820168E+06   0.108873E+00
   0.154637E+00   0.151420E+07   0.150621E+07  -0.154195E+01  -0.154195E+01   0.700133E+05   0.150644E+07   0.151295E+07   0.150644E+07  -0.359873E-01   0.796501E+06   0.796449E+06   0.112512E+00
   0.157388E+00   0.147154E+07   0.146339E+07  -0.144656E+01  -0.144657E+01   0.662538E+05   0.146393E+07   0.147026E+07   0.146393E+07  -0.349718E-01   0.774027E+06   0.773973E+06   0.114428E+00
   0.160139E+00   0.143169E+07   0.142347E+07  -0.135945E+01  -0.135945E+01   0.627908E+05   0.142424E+07   0.143040E+07   0.142424E+07  -0.340235E-01   0.753042E+06   0.752987E+06   0.114418E+00
   0.162889E+00   0.139501E+07   0.138680E+07  -0.128026E+01  -0.128026E+01   0.596196E+05   0.138771E+07   0.139372E+07   0.138771E+07  -0.331508E-01   0.733729E+06   0.733674E+06   0.112452E+00
   0.165640E+00   0.136165E+07   0.135356E+07  -0.120850E+01  -0.120850E+01   0.567282E+05   0.135451E+07   0.136038E+07   0.135451E+07  -0.323577E-01   0.716177E+06   0.716123E+06   0.108654E+00
   0.168391E+00   0.133158E+07   0.132370E+07  -0.114354E+01  -0.114354E+01   0.540974E+05   0.132459E+07   0.133034E+07   0.132459E+07  -0.316431E-01   0.700362E+06   0.700310E+06   0.103275E+00
   0.171142E+00   0.130455E+07   0.129696E+07  -0.108463E+01  -0.108464E+01   0.517001E+05   0.129772E+07   0.130336E+07   0.129772E+07  -0.310011E-01   0.686153E+06   0.686104E+06   0.966601E-01
   0.173892E+00   0.128016E+07   0.127291E+07  -0.103099E+01  -0.103099E+01   0.495059E+05   0.127348E+07   0.127902E+07   0.127348E+07  -0.304221E-01   0.673340E+06   0.673293E+06   0.892128E-01
   0.176643E+00   0.125791E+07   0.125105E+07  -0.981804E+00  -0.981807E+00   0.474837E+05   0.125138E+07   0.125683E+07   0.125138E+07  -0.298942E-01   0.661656E+06   0.661613E+06   0.813585E-01
   0.179394E+00   0.123729E+07   0.123084E+07  -0.936369E+00  -0.936372E+00   0.456042E+05   0.123091E+07   0.123628E+07   0.123091E+07  -0.294052E-01   0.650835E+06   0.650795E+06   0.735112E-01
   0.182145E+00   0.121783E+07   0.121178E+07  -0.894056E+00  -0.894059E+00   0.438413E+05   0.121159E+07   0.121688E+07   0.121159E+07  -0.289437E-01   0.640620E+06   0.640584E+06   0.660458E-01
   0.184895E+00   0.119908E+07   0.119341E+07  -0.854333E+00  -0.854335E+00   0.421729E+05   0.119298E+07   0.119819E+07   0.119298E+07  -0.284990E-01   0.630779E+06   0.630746E+06   0.592760E-01
   0.187646E+00   0.118065E+07   0.117533E+07  -0.816755E+00  -0.816757E+00   0.405803E+05   0.117468E+07   0.117981E+07   0.117468E+07  -0.280618E-01   0.621104E+06   0.621074E+06   0.534397E-01
   0.190397E+00   0.116219E+07   0.115717E+07  -0.780955E+00  -0.780958E+00   0.390480E+05   0.115635E+07   0.116140E+07   0.115635E+07  -0.276239E-01   0.611412E+06   0.611384E+06   0.486905E-01
   0.193148E+00   0.114343E+07   0.113864E+07  -0.746642E+00  -0.746644E+00   0.375636E+05   0.113770E+07   0.114268E+07   0.113770E+07  -0.271784E-01   0.601552E+06   0.601526E+06   0.450972E-01
   0.195899E+00   0.112415E+07   0.111953E+07  -0.713599E+00  -0.713601E+00   0.361183E+05   0.111852E+07   0.112342E+07   0.111852E+07  -0.267204E-01   0.591415E+06   0.591390E+06   0.426471E-01
   0.198649E+00   0.110424E+07   0.109973E+07  -0.681693E+00  -0.681695E+00   0.347072E+05   0.109871E+07   0.110353E+07   0.109871E+07  -0.262471E-01   0.580942E+06   0.580917E+06   0.412562E-01
   0.201400E+00   0.108369E+07   0.107924E+07  -0.650866E+00  -0.650867E+00   0.333288E+05   0.107826E+07   0.108299E+07   0.107826E+07  -0.257586E-01   0.570129E+06   0.570105E+06   0.407821E-01
   0.204151E+00   0.106261E+07   0.105815E+07  -0.621122E+00  -0.621124E+00   0.319849E+05   0.105727E+07   0.106191E+07   0.105727E+07  -0.252570E-01   0.559030E+06   0.559005E+06   0.410401E-01
   0.206902E+00   0.104117E+07   0.103667E+07  -0.592511E+00  -0.592513E+00   0.306796E+05   0.103591E+07   0.104046E+07   0.103591E+07  -0.247468E-01   0.547738E+06   0.547712E+06   0.418204E-01
   0.209652E+00   0.101959E+07   0.101503E+07  -0.565103E+00  -0.565104E+00   0.294179E+05   0.101442E+07   0.101888E+07   0.101442E+07  -0.242334E-01   0.536375E+06   0.536348E+06   0.429055E-01
   0.212403E+00   0.998139E+06   0.993495E+06  -0.538969E+00  -0.538970E+00   0.282051E+05   0.993041E+06   0.997410E+06   0.993041E+06  -0.237227E-01   0.525073E+06   0.525045E+06   0.440852E-01
   0.215154E+00   0.977049E+06   0.972324E+06  -0.514170E+00  -0.514171E+00   0.270458E+05   0.972028E+06   0.976307E+06   0.972028E+06  -0.232207E-01   0.513963E+06   0.513934E+06   0.451708E-01
   0.217905E+00   0.956554E+06   0.951759E+06  -0.490749E+00  -0.490751E+00   0.259439E+05   0.951610E+06   0.955801E+06   0.951610E+06  -0.227330E-01   0.503168E+06   0.503138E+06   0.460046E-01
   0.226620E+00   0.897657E+06   0.892802E+06  -0.425784E+00  -0.425785E+00   0.228549E+05   0.892955E+06   0.896895E+06   0.892955E+06  -0.213318E-01   0.472156E+06   0.472125E+06   0.458851E-01
   0.235683E+00   0.848506E+06   0.843926E+06  -0.372121E+00  -0.372122E+00   0.202726E+05   0.844056E+06   0.847786E+06   0.844056E+06  -0.201636E-01   0.446302E+06   0.446273E+06   0.410123E-01
   0.245109E+00   0.808271E+06   0.804218E+06  -0.327762E+00  -0.327763E+00   0.181151E+05   0.804076E+06   0.807634E+06   0.804076E+06  -0.192085E-01   0.425163E+06   0.425139E+06   0.334032E-01
   0.254913E+00   0.771356E+06   0.767821E+06  -0.289221E+00  -0.289222E+00   0.162103E+05   0.767400E+06   0.770801E+06   0.767400E+06  -0.183324E-01   0.405771E+06   0.405751E+06   0.267670E-01
   0.265108E+00   0.732281E+06   0.729026E+06  -0.253869E+00  -0.253870E+00   0.144233E+05   0.728536E+06   0.731769E+06   0.728536E+06  -0.174040E-01   0.385223E+06   0.385204E+06   0.235762E-01
   0.275711E+00   0.689647E+06   0.686422E+06  -0.221052E+00  -0.221053E+00   0.127252E+05   0.686092E+06   0.689141E+06   0.686092E+06  -0.163900E-01   0.362781E+06   0.362762E+06   0.233388E-01
   0.286738E+00   0.647067E+06   0.643815E+06  -0.191754E+00  -0.191755E+00   0.111804E+05   0.643692E+06   0.646556E+06   0.643692E+06  -0.153771E-01   0.340363E+06   0.340343E+06   0.234441E-01
   0.298206E+00   0.609281E+06   0.606145E+06  -0.166937E+00  -0.166938E+00   0.985466E+04   0.606089E+06   0.608788E+06   0.606089E+06  -0.144788E-01   0.320481E+06   0.320461E+06   0.217811E-01
   0.310132E+00   0.577337E+06   0.574482E+06  -0.146259E+00  -0.146259E+00   0.873817E+04   0.574327E+06   0.576888E+06   0.574327E+06  -0.137201E-01   0.303687E+06   0.303670E+06   0.185792E-01
   0.322536E+00   0.548010E+06   0.545438E+06  -0.128364E+00  -0.128364E+00   0.775862E+04   0.545172E+06   0.547606E+06   0.545172E+06  -0.130236E-01   0.288271E+06   0.288256E+06   0.156943E-01
   0.335436E+00   0.517757E+06   0.515332E+06  -0.112131E+00  -0.112131E+00   0.685406E+04   0.515075E+06   0.517376E+06   0.515075E+06  -0.123046E-01   0.272357E+06   0.272343E+06   0.143165E-01
   0.348851E+00   0.486732E+06   0.484358E+06  -0.974594E-01  -0.974597E-01   0.602229E+04   0.484194E+06   0.486359E+06   0.484194E+06  -0.115669E-01   0.256029E+06   0.256014E+06   0.137950E-01
   0.362804E+00   0.457972E+06   0.455689E+06  -0.847836E-01  -0.847838E-01   0.529432E+04   0.455575E+06   0.457614E+06   0.455575E+06  -0.108832E-01   0.240896E+06   0.240883E+06   0.128364E-01
   0.377314E+00   0.432646E+06   0.430534E+06  -0.740551E-01  -0.740553E-01   0.467155E+04   0.430387E+06   0.432314E+06   0.430387E+06  -0.102815E-01   0.227578E+06   0.227565E+06   0.112510E-01
   0.392404E+00   0.408982E+06   0.407035E+06  -0.647259E-01  -0.647261E-01   0.412324E+04   0.406853E+06   0.408676E+06   0.406853E+06  -0.971929E-02   0.215134E+06   0.215123E+06   0.987518E-02
   0.408099E+00   0.385281E+06   0.383428E+06  -0.563757E-01  -0.563759E-01   0.362542E+04   0.383271E+06   0.384990E+06   0.383271E+06  -0.915595E-02   0.202665E+06   0.202654E+06   0.910776E-02
   0.424420E+00   0.362356E+06   0.360580E+06  -0.490216E-01  -0.490217E-01   0.318135E+04   0.360459E+06   0.362077E+06   0.360459E+06  -0.861099E-02   0.190603E+06   0.190592E+06   0.846115E-02
   0.441395E+00   0.341501E+06   0.339838E+06  -0.427158E-01  -0.427160E-01   0.279659E+04   0.339714E+06   0.341240E+06   0.339714E+06  -0.811542E-02   0.179634E+06   0.179624E+06   0.758140E-02
   0.459049E+00   0.322076E+06   0.320527E+06  -0.372478E-01  -0.372479E-01   0.245933E+04   0.320393E+06   0.321832E+06   0.320393E+06  -0.765385E-02   0.169417E+06   0.169408E+06   0.674977E-02
   0.477408E+00   0.303173E+06   0.301707E+06  -0.324170E-01  -0.324171E-01   0.215789E+04   0.301587E+06   0.302942E+06   0.301587E+06  -0.720459E-02   0.159473E+06   0.159464E+06   0.616802E-02
   0.496502E+00   0.285214E+06   0.283826E+06  -0.281964E-01  -0.281965E-01   0.189171E+04   0.283720E+06   0.284996E+06   0.283720E+06  -0.677777E-02   0.150026E+06   0.150017E+06   0.562975E-02
   0.516359E+00   0.268580E+06   0.267280E+06  -0.245493E-01  -0.245494E-01   0.165949E+04   0.267173E+06   0.268375E+06   0.267173E+06  -0.638249E-02   0.141276E+06   0.141268E+06   0.505041E-02
   0.537011E+00   0.252795E+06   0.251573E+06  -0.213637E-01  -0.213638E-01   0.145464E+04   0.251471E+06   0.252603E+06   0.251471E+06  -0.600738E-02   0.132973E+06   0.132966E+06   0.456233E-02
   0.558489E+00   0.237735E+06   0.236582E+06  -0.185756E-01  -0.185756E-01   0.127363E+04   0.236489E+06   0.237554E+06   0.236489E+06  -0.564947E-02   0.125051E+06   0.125044E+06   0.414976E-02
   0.580825E+00   0.223637E+06   0.222554E+06  -0.161560E-01  -0.161561E-01   0.111516E+04   0.222465E+06   0.223467E+06   0.222465E+06  -0.531445E-02   0.117636E+06   0.117629E+06   0.374256E-02
   0.604055E+00   0.210334E+06   0.209316E+06  -0.140488E-01  -0.140489E-01   0.975946E+03   0.209231E+06   0.210174E+06   0.209231E+06  -0.499831E-02   0.110638E+06   0.110632E+06   0.337971E-02
   0.628214E+00   0.197722E+06   0.196764E+06  -0.122103E-01  -0.122103E-01   0.853452E+03   0.196685E+06   0.197572E+06   0.196685E+06  -0.469860E-02   0.104004E+06   0.103998E+06   0.306162E-02
   0.653340E+00   0.185869E+06   0.184970E+06  -0.106125E-01  -0.106126E-01   0.746154E+03   0.184894E+06   0.185728E+06   0.184894E+06  -0.441693E-02   0.977692E+05   0.977638E+05   0.276329E-02
   0.811773E+00   0.131474E+06   0.130838E+06  -0.486266E-02  -0.486267E-02   0.351683E+03   0.130784E+06   0.131374E+06   0.130784E+06  -0.312429E-02   0.691567E+05   0.691529E+05   0.157294E-02
   0.100863E+01   0.924729E+05   0.920257E+05  -0.221546E-02  -0.221547E-02   0.163759E+03   0.919869E+05   0.924027E+05   0.919869E+05  -0.219747E-02   0.486416E+05   0.486389E+05   0.890619E-03
   0.125322E+01   0.647104E+05   0.643975E+05  -0.100424E-02  -0.100425E-02   0.754615E+02   0.643701E+05   0.646612E+05   0.643701E+05  -0.153773E-02   0.340382E+05   0.340363E+05   0.502065E-03
   0.155712E+01   0.450741E+05   0.448562E+05  -0.453111E-03  -0.453112E-03   0.344649E+02   0.448370E+05   0.450399E+05   0.448370E+05  -0.107111E-02   0.237093E+05   0.237080E+05   0.282001E-03
   0.193472E+01   0.312657E+05   0.311146E+05  -0.203590E-03  -0.203591E-03   0.156227E+02   0.311013E+05   0.312420E+05   0.311013E+05  -0.742976E-03   0.164460E+05   0.164451E+05   0.157959E-03
   0.240388E+01   0.216054E+05   0.215009E+05  -0.911301E-04  -0.911303E-04   0.703676E+01   0.214917E+05   0.215890E+05   0.214917E+05  -0.513415E-03   0.113646E+05   0.113640E+05   0.883300E-04
   0.298681E+01   0.148784E+05   0.148065E+05  -0.406506E-04  -0.406507E-04   0.315258E+01   0.148001E+05   0.148671E+05   0.148001E+05  -0.353560E-03   0.782617E+04   0.782573E+04   0.493797E-04
   0.371111E+01   0.102137E+05   0.101643E+05  -0.180761E-04  -0.180761E-04   0.140602E+01   0.101600E+05   0.102060E+05   0.101600E+05  -0.242711E-03   0.537250E+04   0.537219E+04   0.276497E-04
   0.461105E+01   0.699139E+04   0.695754E+04  -0.801478E-05  -0.801481E-05   0.624671E+00   0.695459E+04   0.698607E+04   0.695459E+04  -0.166138E-03   0.367752E+04   0.367730E+04   0.155480E-04
   0.572921E+01   0.477303E+04   0.474990E+04  -0.354431E-05  -0.354432E-05   0.276614E+00   0.474790E+04   0.476940E+04   0.474790E+04  -0.113422E-03   0.251064E+04   0.251049E+04   0.881190E-05
   0.711853E+01   0.325067E+04   0.323489E+04  -0.156358E-05  -0.156358E-05   0.122137E+00   0.323355E+04   0.324819E+04   0.323355E+04  -0.772461E-04   0.170987E+04   0.170976E+04   0.505830E-05
   0.884476E+01   0.220892E+04   0.219816E+04  -0.688235E-06  -0.688237E-06   0.537918E-01   0.219728E+04   0.220723E+04   0.219728E+04  -0.524907E-04   0.116190E+04   0.116182E+04   0.295943E-05
   0.109896E+02   0.149792E+04   0.149060E+04  -0.302313E-06  -0.302314E-06   0.236373E-01   0.149003E+04   0.149677E+04   0.149003E+04  -0.355951E-04   0.787912E+03   0.787854E+03   0.177797E-05
   0.136545E+02   0.101383E+04   0.100884E+04  -0.132539E-06  -0.132540E-06   0.103654E-01   0.100848E+04   0.101305E+04   0.100848E+04  -0.240916E-04   0.533277E+03   0.533232E+03   0.110547E-05
   0.169657E+02   0.684964E+03   0.681557E+03  -0.580040E-07  -0.580042E-07   0.453700E-02   0.681344E+03   0.684429E+03   0.681344E+03  -0.162766E-04   0.360290E+03   0.360253E+03   0.716097E-06
   0.210799E+02   0.462001E+03   0.459666E+03  -0.253423E-07  -0.253424E-07   0.198239E-02   0.459554E+03   0.461634E+03   0.459554E+03  -0.109783E-04   0.243009E+03   0.242979E+03   0.485093E-06
   0.261917E+02   0.311124E+03   0.309514E+03  -0.110549E-07  -0.110549E-07   0.864772E-03   0.309470E+03   0.310871E+03   0.309470E+03  -0.739292E-05   0.163647E+03   0.163620E+03   0.343523E-06
   0.325432E+02   0.209205E+03   0.208082E+03  -0.481517E-08  -0.481518E-08   0.376662E-03   0.208086E+03   0.209029E+03   0.208086E+03  -0.497097E-05   0.110036E+03   0.110011E+03   0.253213E-06
   0.404348E+02   0.140468E+03   0.139674E+03  -0.209432E-08  -0.209433E-08   0.163820E-03   0.139711E+03   0.140343E+03   0.139711E+03  -0.333755E-05   0.738796E+02   0.738562E+02   0.192934E-06
   0.502402E+02   0.941802E+02   0.936051E+02  -0.909622E-09  -0.909625E-09   0.711416E-04   0.936658E+02   0.940899E+02   0.936658E+02  -0.223758E-05   0.495315E+02   0.495088E+02   0.150776E-06
   0.624233E+02   0.630528E+02   0.626241E+02  -0.394508E-09  -0.394509E-09   0.308500E-04   0.627015E+02   0.629854E+02   0.627015E+02  -0.149787E-05   0.331580E+02   0.331355E+02   0.119972E-06
   0.775608E+02   0.421475E+02   0.418161E+02  -0.170842E-09  -0.170843E-09   0.133552E-04   0.419057E+02   0.420955E+02   0.419057E+02  -0.100108E-05   0.221614E+02   0.221389E+02   0.965967E-07
   0.963691E+02   0.281245E+02   0.278574E+02  -0.738607E-10  -0.738609E-10   0.577153E-05   0.279560E+02   0.280825E+02   0.279560E+02  -0.667838E-06   0.147850E+02   0.147623E+02   0.783091E-07
   0.119738E+03   0.187287E+02   0.185042E+02  -0.318708E-10  -0.318709E-10   0.248843E-05   0.186092E+02   0.186934E+02   0.186092E+02  -0.444553E-06   0.984250E+01   0.981965E+01   0.636578E-07
   0.148775E+03   0.124402E+02   0.122440E+02  -0.137198E-10  -0.137199E-10   0.107005E-05   0.123535E+02   0.124094E+02   0.123535E+02  -0.295111E-06   0.653458E+01   0.651152E+01   0.517031E-07
   0.184852E+03   0.823625E+01   0.805949E+01  -0.588844E-11  -0.588846E-11   0.458476E-06   0.817148E+01   0.820848E+01   0.817148E+01  -0.195208E-06   0.432321E+01   0.430004E+01   0.418075E-07
   0.229678E+03   0.542961E+01   0.526724E+01  -0.251745E-11  -0.251745E-11   0.195538E-06   0.537974E+01   0.540410E+01   0.537974E+01  -0.128516E-06   0.284696E+01   0.282388E+01   0.335228E-07
   0.285375E+03   0.355941E+01   0.340932E+01  -0.107087E-11  -0.107087E-11   0.828652E-07   0.351989E+01   0.353583E+01   0.351989E+01  -0.840866E-07   0.186345E+01   0.184075E+01   0.265311E-07
   0.354578E+03   0.231710E+01   0.217939E+01  -0.452699E-12  -0.452701E-12   0.348503E-07   0.228512E+01   0.229547E+01   0.228512E+01  -0.545891E-07   0.121042E+01   0.118851E+01   0.206177E-07
   0.440562E+03   0.149637E+01   0.137266E+01  -0.190055E-12  -0.190056E-12   0.145243E-07   0.147028E+01   0.147693E+01   0.147028E+01  -0.351234E-07   0.779406E+00   0.758725E+00   0.156582E-07
   0.547397E+03   0.959037E+00   0.851378E+00  -0.793035E-13  -0.793037E-13   0.600323E-08   0.937879E+00   0.942126E+00   0.937879E+00  -0.224049E-07   0.497698E+00   0.478660E+00   0.116015E-07
   0.680140E+03   0.611707E+00   0.521171E+00  -0.330000E-13  -0.330001E-13   0.246452E-08   0.594792E+00   0.597485E+00   0.594792E+00  -0.142090E-07   0.316074E+00   0.298901E+00   0.842184E-08
   0.845072E+03   0.390025E+00   0.315696E+00  -0.137664E-13  -0.137664E-13   0.101129E-08   0.376644E+00   0.378350E+00   0.376644E+00  -0.899763E-08   0.200519E+00   0.185223E+00   0.603772E-08
   0.105000E+04   0.249288E+00   0.188974E+00  -0.577625E-14  -0.577626E-14   0.414721E-09   0.238733E+00   0.239814E+00   0.238733E+00  -0.570307E-08   0.127405E+00   0.113944E+00   0.427629E-08
