#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.154637E+00   0.151426E+07   0.150626E+07  -0.154200E+01  -0.154201E+01   0.700232E+05   0.150650E+07   0.151300E+07   0.150650E+07  -0.359887E-01   0.796531E+06   0.796478E+06   0.112519E+00
   0.157388E+00   0.147160E+07   0.146344E+07  -0.144662E+01  -0.144662E+01   0.662634E+05   0.146399E+07   0.147031E+07   0.146399E+07  -0.349731E-01   0.774056E+06   0.774002E+06   0.114434E+00
   0.160139E+00   0.143175E+07   0.142352E+07  -0.135950E+01  -0.135951E+01   0.627999E+05   0.142429E+07   0.143046E+07   0.142429E+07  -0.340248E-01   0.753071E+06   0.753016E+06   0.114423E+00
   0.162889E+00   0.139506E+07   0.138686E+07  -0.128031E+01  -0.128031E+01   0.596283E+05   0.138776E+07   0.139377E+07   0.138776E+07  -0.331521E-01   0.733757E+06   0.733702E+06   0.112456E+00
   0.165640E+00   0.136171E+07   0.135362E+07  -0.120855E+01  -0.120855E+01   0.567366E+05   0.135456E+07   0.136044E+07   0.135456E+07  -0.323590E-01   0.716205E+06   0.716151E+06   0.108656E+00
   0.168391E+00   0.133164E+07   0.132376E+07  -0.114359E+01  -0.114359E+01   0.541055E+05   0.132465E+07   0.133040E+07   0.132465E+07  -0.316444E-01   0.700390E+06   0.700338E+06   0.103276E+00
   0.171142E+00   0.130461E+07   0.129701E+07  -0.108468E+01  -0.108468E+01   0.517078E+05   0.129777E+07   0.130341E+07   0.129777E+07  -0.310024E-01   0.686182E+06   0.686132E+06   0.966605E-01
   0.173892E+00   0.128022E+07   0.127296E+07  -0.103103E+01  -0.103103E+01   0.495134E+05   0.127353E+07   0.127908E+07   0.127353E+07  -0.304234E-01   0.673368E+06   0.673322E+06   0.892125E-01
   0.176643E+00   0.125796E+07   0.125110E+07  -0.981847E+00  -0.981849E+00   0.474909E+05   0.125143E+07   0.125689E+07   0.125143E+07  -0.298955E-01   0.661684E+06   0.661641E+06   0.813576E-01
   0.179394E+00   0.123735E+07   0.123089E+07  -0.936410E+00  -0.936413E+00   0.456112E+05   0.123097E+07   0.123633E+07   0.123097E+07  -0.294065E-01   0.650864E+06   0.650824E+06   0.735100E-01
   0.182145E+00   0.121788E+07   0.121183E+07  -0.894096E+00  -0.894098E+00   0.438480E+05   0.121165E+07   0.121693E+07   0.121165E+07  -0.289450E-01   0.640649E+06   0.640613E+06   0.660445E-01
   0.184895E+00   0.119913E+07   0.119347E+07  -0.854371E+00  -0.854373E+00   0.421793E+05   0.119303E+07   0.119824E+07   0.119303E+07  -0.285003E-01   0.630807E+06   0.630774E+06   0.592749E-01
   0.187646E+00   0.118070E+07   0.117538E+07  -0.816791E+00  -0.816793E+00   0.405865E+05   0.117473E+07   0.117987E+07   0.117473E+07  -0.280631E-01   0.621131E+06   0.621101E+06   0.534388E-01
   0.190397E+00   0.116225E+07   0.115722E+07  -0.780990E+00  -0.780992E+00   0.390540E+05   0.115640E+07   0.116146E+07   0.115640E+07  -0.276251E-01   0.611439E+06   0.611411E+06   0.486902E-01
   0.193148E+00   0.114348E+07   0.113869E+07  -0.746674E+00  -0.746676E+00   0.375693E+05   0.113775E+07   0.114273E+07   0.113775E+07  -0.271796E-01   0.601579E+06   0.601552E+06   0.450974E-01
   0.195899E+00   0.112420E+07   0.111958E+07  -0.713630E+00  -0.713632E+00   0.361238E+05   0.111857E+07   0.112347E+07   0.111857E+07  -0.267215E-01   0.591441E+06   0.591416E+06   0.426479E-01
   0.198649E+00   0.110429E+07   0.109978E+07  -0.681722E+00  -0.681724E+00   0.347125E+05   0.109876E+07   0.110358E+07   0.109876E+07  -0.262482E-01   0.580966E+06   0.580942E+06   0.412576E-01
   0.201400E+00   0.108374E+07   0.107928E+07  -0.650893E+00  -0.650895E+00   0.333339E+05   0.107831E+07   0.108304E+07   0.107831E+07  -0.257596E-01   0.570153E+06   0.570128E+06   0.407840E-01
   0.204151E+00   0.106266E+07   0.105820E+07  -0.621147E+00  -0.621149E+00   0.319897E+05   0.105731E+07   0.106195E+07   0.105731E+07  -0.252581E-01   0.559053E+06   0.559028E+06   0.410425E-01
   0.206902E+00   0.104121E+07   0.103671E+07  -0.592535E+00  -0.592537E+00   0.306842E+05   0.103595E+07   0.104050E+07   0.103595E+07  -0.247478E-01   0.547760E+06   0.547734E+06   0.418232E-01
   0.209652E+00   0.101964E+07   0.101507E+07  -0.565125E+00  -0.565127E+00   0.294224E+05   0.101446E+07   0.101892E+07   0.101446E+07  -0.242344E-01   0.536396E+06   0.536369E+06   0.429085E-01
   0.212403E+00   0.998179E+06   0.993535E+06  -0.538990E+00  -0.538992E+00   0.282094E+05   0.993081E+06   0.997450E+06   0.993081E+06  -0.237237E-01   0.525094E+06   0.525066E+06   0.440884E-01
   0.215154E+00   0.977088E+06   0.972363E+06  -0.514190E+00  -0.514192E+00   0.270499E+05   0.972067E+06   0.976346E+06   0.972067E+06  -0.232217E-01   0.513984E+06   0.513954E+06   0.451740E-01
   0.217905E+00   0.956593E+06   0.951797E+06  -0.490769E+00  -0.490770E+00   0.259479E+05   0.951648E+06   0.955839E+06   0.951648E+06  -0.227339E-01   0.503188E+06   0.503158E+06   0.460076E-01
   0.226620E+00   0.897694E+06   0.892839E+06  -0.425801E+00  -0.425803E+00   0.228584E+05   0.892992E+06   0.896932E+06   0.892992E+06  -0.213326E-01   0.472176E+06   0.472144E+06   0.458871E-01
   0.235683E+00   0.848543E+06   0.843963E+06  -0.372137E+00  -0.372139E+00   0.202758E+05   0.844094E+06   0.847823E+06   0.844094E+06  -0.201645E-01   0.446322E+06   0.446293E+06   0.410130E-01
   0.245109E+00   0.808308E+06   0.804255E+06  -0.327777E+00  -0.327777E+00   0.181180E+05   0.804112E+06   0.807671E+06   0.804112E+06  -0.192094E-01   0.425183E+06   0.425158E+06   0.334031E-01
   0.254913E+00   0.771392E+06   0.767856E+06  -0.289235E+00  -0.289235E+00   0.162129E+05   0.767435E+06   0.770836E+06   0.767435E+06  -0.183332E-01   0.405790E+06   0.405770E+06   0.267670E-01
   0.265108E+00   0.732313E+06   0.729059E+06  -0.253880E+00  -0.253881E+00   0.144256E+05   0.728569E+06   0.731802E+06   0.728569E+06  -0.174047E-01   0.385240E+06   0.385221E+06   0.235770E-01
   0.275711E+00   0.689677E+06   0.686452E+06  -0.221062E+00  -0.221062E+00   0.127273E+05   0.686121E+06   0.689170E+06   0.686121E+06  -0.163907E-01   0.362797E+06   0.362778E+06   0.233401E-01
   0.286738E+00   0.647095E+06   0.643842E+06  -0.191762E+00  -0.191763E+00   0.111822E+05   0.643720E+06   0.646584E+06   0.643720E+06  -0.153778E-01   0.340378E+06   0.340358E+06   0.234453E-01
   0.298206E+00   0.609308E+06   0.606172E+06  -0.166944E+00  -0.166945E+00   0.985626E+04   0.606116E+06   0.608815E+06   0.606116E+06  -0.144795E-01   0.320495E+06   0.320475E+06   0.217817E-01
   0.310132E+00   0.577363E+06   0.574508E+06  -0.146266E+00  -0.146266E+00   0.873962E+04   0.574354E+06   0.576915E+06   0.574354E+06  -0.137207E-01   0.303701E+06   0.303684E+06   0.185794E-01
   0.322536E+00   0.548035E+06   0.545463E+06  -0.128369E+00  -0.128370E+00   0.775991E+04   0.545198E+06   0.547631E+06   0.545198E+06  -0.130242E-01   0.288285E+06   0.288269E+06   0.156946E-01
   0.335436E+00   0.517780E+06   0.515355E+06  -0.112136E+00  -0.112136E+00   0.685520E+04   0.515098E+06   0.517399E+06   0.515098E+06  -0.123052E-01   0.272369E+06   0.272355E+06   0.143170E-01
   0.348851E+00   0.486754E+06   0.484379E+06  -0.974638E-01  -0.974640E-01   0.602329E+04   0.484216E+06   0.486381E+06   0.484216E+06  -0.115674E-01   0.256040E+06   0.256026E+06   0.137957E-01
   0.362804E+00   0.457993E+06   0.455710E+06  -0.847875E-01  -0.847877E-01   0.529521E+04   0.455596E+06   0.457635E+06   0.455596E+06  -0.108837E-01   0.240908E+06   0.240894E+06   0.128368E-01
   0.377314E+00   0.432666E+06   0.430555E+06  -0.740586E-01  -0.740588E-01   0.467234E+04   0.430407E+06   0.432334E+06   0.430407E+06  -0.102820E-01   0.227589E+06   0.227576E+06   0.112513E-01
   0.392404E+00   0.409002E+06   0.407054E+06  -0.647289E-01  -0.647291E-01   0.412394E+04   0.406872E+06   0.408696E+06   0.406872E+06  -0.971975E-02   0.215144E+06   0.215133E+06   0.987546E-02
   0.408099E+00   0.385299E+06   0.383446E+06  -0.563783E-01  -0.563785E-01   0.362603E+04   0.383289E+06   0.385008E+06   0.383289E+06  -0.915638E-02   0.202675E+06   0.202663E+06   0.910814E-02
   0.424420E+00   0.362373E+06   0.360597E+06  -0.490239E-01  -0.490240E-01   0.318189E+04   0.360476E+06   0.362094E+06   0.360476E+06  -0.861140E-02   0.190612E+06   0.190601E+06   0.846147E-02
   0.441395E+00   0.341518E+06   0.339854E+06  -0.427179E-01  -0.427180E-01   0.279707E+04   0.339731E+06   0.341256E+06   0.339731E+06  -0.811581E-02   0.179642E+06   0.179632E+06   0.758163E-02
   0.459049E+00   0.322091E+06   0.320542E+06  -0.372496E-01  -0.372497E-01   0.245976E+04   0.320408E+06   0.321848E+06   0.320408E+06  -0.765421E-02   0.169425E+06   0.169416E+06   0.674999E-02
   0.477408E+00   0.303187E+06   0.301721E+06  -0.324186E-01  -0.324187E-01   0.215826E+04   0.301601E+06   0.302957E+06   0.301601E+06  -0.720493E-02   0.159481E+06   0.159472E+06   0.616826E-02
   0.496502E+00   0.285228E+06   0.283839E+06  -0.281978E-01  -0.281979E-01   0.189204E+04   0.283733E+06   0.285010E+06   0.283733E+06  -0.677809E-02   0.150033E+06   0.150024E+06   0.562995E-02
   0.516359E+00   0.268592E+06   0.267293E+06  -0.245505E-01  -0.245506E-01   0.165978E+04   0.267186E+06   0.268388E+06   0.267186E+06  -0.638279E-02   0.141283E+06   0.141275E+06   0.505058E-02
   0.537011E+00   0.252807E+06   0.251586E+06  -0.213647E-01  -0.213648E-01   0.145490E+04   0.251483E+06   0.252615E+06   0.251483E+06  -0.600767E-02   0.132980E+06   0.132972E+06   0.456250E-02
   0.558489E+00   0.237747E+06   0.236594E+06  -0.185765E-01  -0.185765E-01   0.127386E+04   0.236500E+06   0.237565E+06   0.236500E+06  -0.564975E-02   0.125057E+06   0.125050E+06   0.414991E-02
   0.580825E+00   0.223648E+06   0.222565E+06  -0.161568E-01  -0.161568E-01   0.111536E+04   0.222476E+06   0.223478E+06   0.222476E+06  -0.531471E-02   0.117641E+06   0.117635E+06   0.374269E-02
   0.604055E+00   0.210344E+06   0.209327E+06  -0.140495E-01  -0.140496E-01   0.976120E+03   0.209241E+06   0.210184E+06   0.209241E+06  -0.499855E-02   0.110643E+06   0.110637E+06   0.337984E-02
   0.628214E+00   0.197732E+06   0.196774E+06  -0.122109E-01  -0.122110E-01   0.853605E+03   0.196695E+06   0.197581E+06   0.196695E+06  -0.469883E-02   0.104009E+06   0.104003E+06   0.306174E-02
   0.653340E+00   0.185878E+06   0.184979E+06  -0.106131E-01  -0.106131E-01   0.746288E+03   0.184903E+06   0.185737E+06   0.184903E+06  -0.441715E-02   0.977740E+05   0.977686E+05   0.276339E-02
   0.814806E+00   0.130694E+06   0.130062E+06  -0.479789E-02  -0.479790E-02   0.347193E+03   0.130008E+06   0.130595E+06   0.130008E+06  -0.310575E-02   0.687463E+05   0.687425E+05   0.155778E-02
   0.101618E+01   0.913584E+05   0.909165E+05  -0.215636E-02  -0.215636E-02   0.159514E+03   0.908782E+05   0.912890E+05   0.908782E+05  -0.217099E-02   0.480553E+05   0.480526E+05   0.873349E-03
   0.126732E+01   0.635258E+05   0.632186E+05  -0.964045E-03  -0.964047E-03   0.725030E+02   0.631918E+05   0.634775E+05   0.631918E+05  -0.150958E-02   0.334151E+05   0.334132E+05   0.487421E-03
   0.158052E+01   0.439634E+05   0.437508E+05  -0.428955E-03  -0.428956E-03   0.326549E+02   0.437322E+05   0.439300E+05   0.437322E+05  -0.104472E-02   0.231251E+05   0.231238E+05   0.271024E-03
   0.197113E+01   0.302949E+05   0.301484E+05  -0.190047E-03  -0.190048E-03   0.145946E+02   0.301355E+05   0.302719E+05   0.301355E+05  -0.719906E-03   0.159353E+05   0.159345E+05   0.150281E-03
   0.245827E+01   0.207949E+05   0.206944E+05  -0.838728E-04  -0.838730E-04   0.648068E+01   0.206855E+05   0.207791E+05   0.206855E+05  -0.494155E-03   0.109383E+05   0.109377E+05   0.831940E-04
   0.306581E+01   0.142236E+05   0.141548E+05  -0.368844E-04  -0.368845E-04   0.286210E+01   0.141487E+05   0.142128E+05   0.141487E+05  -0.337998E-03   0.748169E+04   0.748127E+04   0.460499E-04
   0.382350E+01   0.969752E+04   0.965060E+04  -0.161683E-04  -0.161684E-04   0.125822E+01   0.964648E+04   0.969015E+04   0.964648E+04  -0.230444E-03   0.510096E+04   0.510067E+04   0.255397E-04
   0.476844E+01   0.659226E+04   0.656034E+04  -0.706658E-05  -0.706660E-05   0.550980E+00   0.655756E+04   0.658725E+04   0.655756E+04  -0.156653E-03   0.346757E+04   0.346737E+04   0.142332E-04
   0.594691E+01   0.446928E+04   0.444762E+04  -0.308023E-05  -0.308024E-05   0.240471E+00   0.444575E+04   0.446588E+04   0.444575E+04  -0.106204E-03   0.235087E+04   0.235073E+04   0.800240E-05
   0.741663E+01   0.302250E+04   0.300782E+04  -0.133931E-05  -0.133932E-05   0.104646E+00   0.300658E+04   0.302020E+04   0.300658E+04  -0.718241E-04   0.158985E+04   0.158975E+04   0.456365E-05
   0.924957E+01   0.203942E+04   0.202948E+04  -0.581021E-06  -0.581023E-06   0.454224E-01   0.202867E+04   0.203786E+04   0.202867E+04  -0.484628E-04   0.107274E+04   0.107267E+04   0.265804E-05
   0.115355E+02   0.137319E+04   0.136647E+04  -0.251529E-06  -0.251530E-06   0.196703E-01   0.136595E+04   0.137214E+04   0.136595E+04  -0.326311E-04   0.722303E+03   0.722248E+03   0.159386E-05
   0.143864E+02   0.922803E+03   0.918250E+03  -0.108677E-06  -0.108677E-06   0.850071E-02   0.917932E+03   0.922088E+03   0.917932E+03  -0.219284E-04   0.485395E+03   0.485352E+03   0.991985E-06
   0.179419E+02   0.619009E+03   0.615920E+03  -0.468705E-07  -0.468706E-07   0.366672E-02   0.615736E+03   0.618524E+03   0.615736E+03  -0.147093E-04   0.325597E+03   0.325562E+03   0.644948E-06
   0.223760E+02   0.414521E+03   0.412414E+03  -0.201801E-07  -0.201802E-07   0.157882E-02   0.412323E+03   0.414190E+03   0.412323E+03  -0.984996E-05   0.218034E+03   0.218005E+03   0.439325E-06
   0.279060E+02   0.277138E+03   0.275691E+03  -0.867464E-08  -0.867467E-08   0.678679E-03   0.275663E+03   0.276911E+03   0.275663E+03  -0.658530E-05   0.145770E+03   0.145743E+03   0.313049E-06
   0.348027E+02   0.185003E+03   0.183996E+03  -0.372320E-08  -0.372322E-08   0.291295E-03   0.184012E+03   0.184845E+03   0.184012E+03  -0.439585E-05   0.973055E+02   0.972813E+02   0.232069E-06
   0.434039E+02   0.123314E+03   0.122601E+03  -0.159566E-08  -0.159566E-08   0.124830E-03   0.122647E+03   0.123202E+03   0.122647E+03  -0.292990E-05   0.648563E+02   0.648332E+02   0.177596E-06
   0.541307E+02   0.820725E+02   0.815545E+02  -0.682851E-09  -0.682853E-09   0.534143E-04   0.816216E+02   0.819911E+02   0.816216E+02  -0.194985E-05   0.431627E+02   0.431401E+02   0.139161E-06
   0.675086E+02   0.545397E+02   0.541508E+02  -0.291783E-09  -0.291784E-09   0.228175E-04   0.542331E+02   0.544787E+02   0.542331E+02  -0.129557E-05   0.286800E+02   0.286575E+02   0.110835E-06
   0.841926E+02   0.361830E+02   0.358790E+02  -0.124479E-09  -0.124479E-09   0.973080E-05   0.359724E+02   0.361352E+02   0.359724E+02  -0.859342E-06   0.190239E+02   0.190014E+02   0.891843E-07
   0.105000E+03   0.239590E+02   0.237109E+02  -0.530086E-10  -0.530087E-10   0.414147E-05   0.238122E+02   0.239201E+02   0.238122E+02  -0.568849E-06   0.125938E+02   0.125711E+02   0.721500E-07
